# Romanian seed (Latin family — should learn NOUN_first like sister languages)
un	det
o	det
unul	det
una	det
acest	det
această	det
mein	det
meu	det
tău	det
său	det
câine	noun
pisică	noun
casă	noun
mașină	noun
carte	noun
apă	noun
copac	noun
om	noun
femeie	noun
copil	noun
zi	noun
an	noun
timp	noun
lume	noun
viață	noun
mână	noun
ochi	noun
mâncare	noun
muncă	noun
oraș	noun
loc	noun
oameni	noun
lucru	noun
drum	noun
idee	noun
mare	adj
mic	adj
nou	adj
vechi	adj
bun	adj
rău	adj
înalt	adj
scund	adj
lung	adj
scurt	adj
cald	adj
rece	adj
roșu	adj
albastru	adj
verde	adj
negru	adj
alb	adj
greu	adj
ușor	adj
rapid	adj
încet	adj
puternic	adj
slab	adj
frumos	adj
urât	adj
fericit	adj
trist	adj
tânăr	adj
bătrân	adj
a merge	verb
a veni	verb
a vedea	verb
a ști	verb
a vrea	verb
a face	verb
a lua	verb
a da	verb
a găsi	verb
a alerga	verb
a mânca	verb
a bea	verb
a dormi	verb
a citi	verb
a scrie	verb
a vorbi	verb
a auzi	verb
a gândi	verb
repede	adv
încet	adv
foarte	adv
acum	adv
aici	adv
acolo	adv
întotdeauna	adv
niciodată	adv
în	prep
pe	prep
la	prep
de	prep
cu	prep
pentru	prep
fără	prep
