# Dutch seed
de	det
het	det
een	det
mijn	det
jouw	det
zijn	det
dit	det
dat	det
hond	noun
kat	noun
huis	noun
auto	noun
boek	noun
water	noun
boom	noun
man	noun
vrouw	noun
kind	noun
dag	noun
jaar	noun
tijd	noun
wereld	noun
leven	noun
hand	noun
oog	noun
voedsel	noun
werk	noun
stad	noun
plaats	noun
ding	noun
weg	noun
groot	adj
klein	adj
nieuw	adj
oud	adj
goed	adj
slecht	adj
hoog	adj
laag	adj
lang	adj
kort	adj
heet	adj
koud	adj
rood	adj
blauw	adj
groen	adj
zwart	adj
wit	adj
zwaar	adj
licht	adj
snel	adj
langzaam	adj
sterk	adj
zwak	adj
mooi	adj
lelijk	adj
gelukkig	adj
verdrietig	adj
jong	adj
gaan	verb
komen	verb
zien	verb
weten	verb
willen	verb
maken	verb
nemen	verb
geven	verb
vinden	verb
rennen	verb
eten	verb
drinken	verb
slapen	verb
lezen	verb
schrijven	verb
spreken	verb
horen	verb
denken	verb
snel	adv
langzaam	adv
zeer	adv
nu	adv
hier	adv
daar	adv
altijd	adv
nooit	adv
in	prep
op	prep
naar	prep
van	prep
met	prep
voor	prep
zonder	prep
