# Arabic seed
ال	det
هذا	det
هذه	det
ذلك	det
كلب	noun
قط	noun
بيت	noun
سيارة	noun
كتاب	noun
ماء	noun
شجرة	noun
رجل	noun
امرأة	noun
طفل	noun
يوم	noun
سنة	noun
وقت	noun
عالم	noun
حياة	noun
يد	noun
عين	noun
طعام	noun
عمل	noun
مدينة	noun
مكان	noun
شيء	noun
طريق	noun
كبير	adj
صغير	adj
جديد	adj
قديم	adj
جيد	adj
سيء	adj
عالي	adj
طويل	adj
قصير	adj
حار	adj
بارد	adj
أحمر	adj
أزرق	adj
أخضر	adj
أسود	adj
أبيض	adj
ثقيل	adj
خفيف	adj
سريع	adj
بطيء	adj
قوي	adj
ضعيف	adj
جميل	adj
سعيد	adj
حزين	adj
ذهب	verb
رأى	verb
عرف	verb
أراد	verb
أخذ	verb
أعطى	verb
وجد	verb
ركض	verb
أكل	verb
شرب	verb
نام	verb
قرأ	verb
كتب	verb
تكلم	verb
سمع	verb
فكر	verb
بسرعة	adv
ببطء	adv
جدا	adv
الآن	adv
هنا	adv
هناك	adv
دائما	adv
أبدا	adv
في	prep
على	prep
إلى	prep
من	prep
مع	prep
ل	prep
