# Spanish seed
el	det
la	det
los	det
las	det
un	det
una	det
mi	det
tu	det
su	det
este	det
perro	noun
gato	noun
casa	noun
coche	noun
libro	noun
agua	noun
árbol	noun
hombre	noun
mujer	noun
niño	noun
niña	noun
día	noun
año	noun
tiempo	noun
mundo	noun
vida	noun
mano	noun
ojo	noun
comida	noun
trabajo	noun
ciudad	noun
lugar	noun
gente	noun
cosa	noun
camino	noun
idea	noun
grande	adj
pequeño	adj
nuevo	adj
viejo	adj
bueno	adj
malo	adj
alto	adj
bajo	adj
largo	adj
corto	adj
caliente	adj
frío	adj
rojo	adj
azul	adj
verde	adj
negro	adj
blanco	adj
pesado	adj
ligero	adj
rápido	adj
lento	adj
fuerte	adj
débil	adj
hermoso	adj
feo	adj
feliz	adj
triste	adj
joven	adj
ir	verb
venir	verb
ver	verb
saber	verb
querer	verb
hacer	verb
tomar	verb
dar	verb
encontrar	verb
correr	verb
comer	verb
beber	verb
dormir	verb
leer	verb
escribir	verb
hablar	verb
oír	verb
pensar	verb
rápidamente	adv
lentamente	adv
muy	adv
ahora	adv
entonces	adv
aquí	adv
allí	adv
siempre	adv
nunca	adv
en	prep
sobre	prep
a	prep
de	prep
con	prep
por	prep
para	prep
sin	prep
