# lang=ru
собака	noun
указ	noun
зонт	noun
большой	adj
палец	noun
кошка	noun
кот	noun
зонтик	noun
м	noun
о	noun
п	noun
а	noun
в	noun
г	noun
е	noun
ж	noun
и	noun
л	noun
т	noun
у	noun
ч	noun
ы	noun
э	noun
ю	noun
баской	adj
баять	verb
бортник	noun
бочаг	noun
уст.	adj
браный	adj
братыня	noun
брашно	noun
бредень	noun
бредник	noun
буява	noun
буево	noun
былица	noun
быличка	noun
масленица	noun
бёрдо	noun
узус	noun
скот	noun
произношение	noun
мэр	noun
водка	noun
яблоко	noun
адсорбент	noun
язык	noun
царь	noun
царица	noun
сахарная вата	noun
вата	noun
лисица	noun
палочка	noun
ГУЛАГ	noun
харч	noun
где	adv
я	noun
русский	noun
знать	noun
по-русски	adv
лук	noun
лучник	noun
ксилофон	noun
любовник	noun
почти	verb
весь	noun
как	noun
птица	noun
хорошо	adj
лететь	verb
спать	verb
веденіе	noun
погром	noun
играть	verb
дом	noun
ёж	noun
работа	noun
камера	noun
беркут	noun
сердце	noun
липа	noun
да	noun
нет	adv
сера	noun
ё	noun
тайский	adj
озеро	noun
вторник	noun
солнце	noun
мой	verb
борьба	noun
карман	noun
лезвие	noun
запястье руки	noun
запястье	noun
свинина	noun
щенок	noun
цыпка	noun
гербицид	noun
слабый	adj
отпочковываться	verb
око	noun
обезьяна	noun
гонг	noun
чай	noun
ручка	noun
арба	noun
час	noun
штуф	noun
немедленно	adv
славный	adj
слава	noun
сшиватель	noun
степлер	noun
ля мажор	noun
ля-бемоль мажор	noun
си-бемоль мажор	noun
ми-бемоль мажор	noun
си мажор	noun
бабье лето	noun
индейское лето	noun
лето	noun
бабий	adj
мужик	noun
москит	noun
комар	noun
мошка	noun
дешёвый	adj
дома	noun
жалкий	adj
крохотный	adj
ласковый	adj
жалить	verb
жало	noun
бабочка	noun
глаз	noun
голова	noun
гусеница	noun
жилка	noun
жук	noun
жук-носорог	noun
жук-олень	noun
медоносная пчела	noun
часто	adj
лис	noun
лиса	noun
мука	noun
бес	noun
бесёнок	noun
презирать	verb
цена	noun
делать	verb
горло	noun
монгол	noun
ботинок	noun
мыльная пена	noun
новояз	noun
маяк	noun
заглавная страница	noun
быть	verb
сова	noun
укроп	noun
пылесос	noun
прикол	noun
космонавт	noun
борщ	noun
гласность	noun
копейка	noun
рубль	noun
кремль	noun
господин	noun
кускус	noun
дождь	noun
дерево	noun
лес	noun
напр.	adv
там же	adv
уступать	verb
алфавит	noun
распятие	noun
стена	noun
день	noun
везде	adv
держать	verb
волк	noun
деревенение	noun
деревянка	noun
деревянность	noun
деревяшка	noun
деревянный	adj
деревянистый	adj
древесный	adj
деревенеть	verb
деревообрабатывающий	adj
леса	noun
лесистый	adj
лесник	noun
леснина	noun
лесной	adj
лесничество	noun
лесничий	noun
лесхоз	noun
лесоводство	noun
лесовод	noun
лесоводственный	adj
лесоводческий	adj
лесок	noun
лесовоз	noun
лесонасаждение	noun
лесопилка	noun
лесопильня	noun
лесозавод	noun
лесопильный	adj
лесоруб	noun
волна	noun
прилив	noun
более	adv
там	adv
давать	verb
янки	noun
штраф	noun
скучать	verb
электронный	adj
доска	noun
скамейка	noun
анархия	noun
замок	noun
брать	verb
деньги	noun
баба	noun
лошадь	noun
январь	noun
февраль	noun
март	noun
апрель	noun
май	noun
июнь	noun
июль	noun
август	noun
сентябрь	noun
октябрь	noun
ноябрь	noun
декабрь	noun
калий	noun
кали	noun
самогон	noun
среда	noun
четверг	noun
пятница	noun
суббота	noun
воскресенье	noun
понедельник	noun
дзельква	noun
мати	noun
сумка	noun
словарь	noun
ведение	noun
носок	noun
вѣдѣніе	noun
в целости и сохранности	adv
минута	noun
лесоустройство	noun
лесохимия	noun
город	noun
взять	verb
лесоэкспорт	noun
дать	verb
лесотундра	noun
лесотундровый	adj
тундра	noun
тундровый	adj
носорог	noun
олень	noun
ужалить	verb
одеревенеть	verb
сделать	verb
несовершенный вид	noun
однократный вид	noun
совершенный вид	noun
аорист	noun
многократный вид	noun
лесохимический	adj
игра	noun
укропный	adj
гитара	noun
мастодонт	noun
кагебешник	noun
лесотехнический	adj
перевод	noun
ропот	noun
копьё	noun
нёбо	noun
очи	noun
мошкара	noun
книга	noun
сравнение	noun
пенька	noun
мир	noun
презреть	verb
гусиная кожа	noun
проливать свет	verb
на славу	adj
дурная слава	noun
открытие	noun
открывать	verb
открыть	verb
уступить	verb
кефир	noun
молоко	noun
веверица	noun
оборотень	noun
наш	noun
пёс	noun
дверь	noun
лесотаска	noun
мальчик для битья	noun
козёл отпущения	noun
мальчик	noun
козёл	noun
козел	noun
нуль	noun
ноль	noun
лет	noun
три	verb
всё	adv
пять	verb
пес	noun
лазерная указка	noun
указка	noun
утечка мозгов	noun
чад	noun
цимбал	noun
керамика	noun
вага	noun
знак	noun
тимпан	noun
окно	noun
арабский	adj
кола	noun
класс	noun
девушка	noun
девочка	noun
девочка-подросток	noun
подросток	noun
здесь	adv
тут	noun
туда	adv
оттуда	adv
сюда	adv
отсюда	adv
гей	noun
вода	noun
республика	noun
цимбалы	noun
январский	adj
февральский	adj
речник	noun
зрак	noun
кит	noun
мартовский	adj
августовский	adj
воздух	noun
церковь	noun
почтовое отделение	noun
рода	noun
брат	noun
но	noun
А	noun
В	noun
Е	noun
Ж	noun
З	noun
И	noun
К	noun
Л	noun
М	noun
С	noun
Ф	noun
Ю	noun
ебаться	verb
бутан	noun
юпитер	noun
телецунами	noun
мегацунами	noun
цунами	noun
июльский	adj
июньский	adj
техасский	adj
облако	noun
австралийский	adj
союз	noun
шри-ланкийский	adj
черногорский	adj
г.	noun
б.	adj
в.	noun
РСФСР	noun
российский	adj
выражение	noun
слово	noun
река	noun
град	noun
пирамида	noun
британка	noun
уран	noun
пояс астероидов	noun
луна	noun
земля	noun
планета	noun
субботний	adj
воскресный	adj
воскресение	noun
астероид	noun
пояс	noun
марс	noun
ртуть	noun
говор	noun
жирафа	noun
жаба	noun
апрельский	adj
майский	adj
сентябрьский	adj
октябрьский	adj
ноябрьский	adj
декабрьский	adj
средний	adj
неделя	noun
недельный	adj
азбука	noun
библия	noun
плутон	noun
биология	noun
молитва	noun
слон	noun
слоновый	adj
слоновая кость	noun
кость	noun
белая кость	noun
белый	noun
слоновая бумага	noun
бумага	noun
слоновая болезнь	noun
болезнь	noun
зебра	noun
сир	noun
пицца	noun
жираф	noun
квадрат	noun
звезда	noun
морская звезда	noun
имя	noun
море	noun
морской	adj
флот	noun
чёрный	noun
черный	adj
чёрен	adj
черен	noun
черна	adj
черно	adj
пучина	noun
морской ёж	noun
еж	noun
ёжик	noun
автомобиль	noun
гидраргирум	noun
храм	noun
пророк	noun
меркурий	noun
контора	noun
грамматика	noun
бог	noun
нога	noun
ступня	noun
финик	noun
мозг	noun
сука	noun
народ	noun
шест	noun
осам	noun
перо	noun
стол	noun
авах	noun
карандаш	noun
солдат	noun
сербскохорватский	noun
американский	adj
соединённый	adj
штат	noun
северный	adj
океан	noun
астронавт	noun
дзельква граболистная	noun
дзельква пильчатая	noun
граб	noun
люди	noun
пёрка	noun
господа	noun
английский	noun
туш	noun
стар	adj
чернобыль	noun
озёра	noun
озера	noun
сразу	adv
МТКК	noun
многоразовый транспортный космический корабль	noun
корабль	noun
овца	noun
школа	noun
генерал	noun
стрела	noun
пут	noun
престо	adv
академия	noun
армия	noun
жёны	noun
марципан	noun
беларус	noun
вагон	noun
путник	noun
вера	noun
сукин	adj
сын	noun
дочь	noun
мать	noun
отец	noun
время	noun
путь	noun
спутник	noun
университет	noun
кириллица	noun
долина	noun
лука	noun
хороший	adj
латиница	noun
абажур	noun
абитуриент	noun
абрикос	noun
абсолютный	adj
абстрактный	adj
абсурд	noun
абсурдный	adj
абсцесс	noun
аванс	noun
авантюра	noun
авиатор	noun
авиация	noun
авось	noun
автобиография	noun
автобус	noun
автократия	noun
автоматический	adj
автономия	noun
автор	noun
авторитет	noun
авторучка	noun
администратор	noun
адрес	noun
активно	adj
анализ	noun
аппарат	noun
аппетит	noun
аптека	noun
пчела	noun
пчёлы	noun
пчелы	noun
арифметика	noun
бабушка	noun
базар	noun
бал	noun
балет	noun
балкон	noun
банк	noun
банка	noun
башмак	noun
беда	noun
бедность	noun
бедствие	noun
беззаботный	adj
безграмотность	noun
безнадёжность	noun
безнравственность	noun
безобразие	noun
безопасность	noun
безработица	noun
безусловно	adj
бесплатно	adj
беспомощность	noun
беспорядок	noun
биография	noun
бифштекс	noun
бледность	noun
близорукий	adj
блузка	noun
богатый	adj
бодрый	adj
бойкий	adj
бок	noun
больница	noun
больно	adj
больше	adv
большинство	noun
борода	noun
босяк	noun
брак	noun
брюки	noun
булка	noun
буря	noun
бутерброд	noun
бутылка	noun
быстро	adj
важный	adj
вакансия	noun
ботинки	noun
ванна	noun
щадить	verb
варенье	noun
век	noun
великий	adj
велосипед	noun
вена	noun
вечер	noun
вилка	noun
вино	noun
вишня	noun
вокзал	noun
война	noun
враг	noun
врач	noun
яд	noun
яйцо	noun
юбка	noun
еда	noun
ёлка	noun
щека	noun
эгоизм	noun
дракон	noun
призрак	noun
кров	noun
балерина	noun
акула	noun
ананас	noun
ангел	noun
аэропорт	noun
ночь	noun
стреха	noun
банан	noun
байдарка	noun
виноград	noun
вертолёт	noun
верблюд	noun
банана	noun
мандарина	noun
перестройка	noun
груди	noun
род	noun
пол	noun
дурак	noun
номер	noun
есть	verb
театр	noun
суицид	noun
иврит	noun
советский	adj
социалистический	adj
вертолет	noun
елка	noun
год	noun
бар	noun
космический корабль	noun
космический	adj
актер	noun
позер	noun
клон	noun
